,v1,v2,no_punctuation,to_lowercase,word_tokens,stop_words,word_lemmatize,no_link,text_no_carac
42,spam,07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow,07732584351  Rodger Burns  MSG  We tried to call you re your reply to our sms for a free nokia mobile  free camcorder Please call now 08000930705 for delivery tomorrow,07732584351  rodger burns  msg  we tried to call you re your reply to our sms for a free nokia mobile  free camcorder please call now 08000930705 for delivery tomorrow,"['07732584351  rodger burns  msg  ', 'e tried to call you re your reply to our sms for a free nokia mobile  free camcorder please call no', ' 08000930705 for delivery tomorro', '']","['07732584351  rodger burns  msg  ', 'e tried to call you re your reply to our sms for a free nokia mobile  free camcorder please call no', ' 08000930705 for delivery tomorro', '']","['07732584351  rodger burns  msg  ', 'e tried to call you re your reply to our sms for a free nokia mobile  free camcorder please call no', ' 08000930705 for delivery tomorro', '']",07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow,07732584351 rodger burns msg we tried to call you re your reply to our sms for a free nokia mobile free camcorder please call now 08000930705 for delivery tomorrow
43,ham,WHO ARE YOU SEEING?,WHO ARE YOU SEEING,who are you seeing,"['', 'ho are you seeing']","['', 'ho are you seeing']","['', 'ho are you seeing']",WHO ARE YOU SEEING?,who are you seeing
44,ham,Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches...,Great I hope you like your man well endowed I am  ltgt  inches,great i hope you like your man well endowed i am  ltgt  inches,"['great i hope you like your man ', 'ell endo', 'ed i am  ltgt  inches']","['great i hope you like your man ', 'ell endo', 'ed i am  ltgt  inches']","['great i hope you like your man ', 'ell endo', 'ed i am  ltgt  inches']",Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches...,great i hope you like your man well endowed i am ltgt inches
45,ham,No calls..messages..missed calls,No callsmessagesmissed calls,no callsmessagesmissed calls,['no callsmessagesmissed calls'],['no callsmessagesmissed calls'],['no callsmessagesmissed calls'],No calls..messages..missed calls,no callsmessagesmissed calls
46,ham,Didn't you get hep b immunisation in nigeria.,Didnt you get hep b immunisation in nigeria,didnt you get hep b immunisation in nigeria,['didnt you get hep b immunisation in nigeria'],['didnt you get hep b immunisation in nigeria'],['didnt you get hep b immunisation in nigeria'],Didn't you get hep b immunisation in nigeria.,didnt you get hep b immunisation in nigeria
47,ham,"Fair enough, anything going on?",Fair enough anything going on,fair enough anything going on,['fair enough anything going on'],['fair enough anything going on'],['fair enough anything going on'],"Fair enough, anything going on?",fair enough anything going on
48,ham,"Yeah hopefully, if tyler can't do it I could maybe ask around a bit",Yeah hopefully if tyler cant do it I could maybe ask around a bit,yeah hopefully if tyler cant do it i could maybe ask around a bit,['yeah hopefully if tyler cant do it i could maybe ask around a bit'],['yeah hopefully if tyler cant do it i could maybe ask around a bit'],['yeah hopefully if tyler cant do it i could maybe ask around a bit'],"Yeah hopefully, if tyler can't do it I could maybe ask around a bit",yeah hopefully if tyler cant do it i could maybe ask around a bit
49,ham,U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.,U dont know how stubborn I am I didnt even want to go to the hospital I kept telling Mark Im not a weak sucker Hospitals are for weak suckers,u dont know how stubborn i am i didnt even want to go to the hospital i kept telling mark im not a weak sucker hospitals are for weak suckers,"['u dont kno', ' ho', ' stubborn i am i didnt even ', 'ant to go to the hospital i kept telling mark im not a ', 'eak sucker hospitals are for ', 'eak suckers']","['u dont kno', ' ho', ' stubborn i am i didnt even ', 'ant to go to the hospital i kept telling mark im not a ', 'eak sucker hospitals are for ', 'eak suckers']","['u dont kno', ' ho', ' stubborn i am i didnt even ', 'ant to go to the hospital i kept telling mark im not a ', 'eak sucker hospitals are for ', 'eak suckers']",U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.,u dont know how stubborn i am i didnt even want to go to the hospital i kept telling mark im not a weak sucker hospitals are for weak suckers
50,ham,What you thinked about me. First time you saw me in class.,What you thinked about me First time you saw me in class,what you thinked about me first time you saw me in class,"['', 'hat you thinked about me first time you sa', ' me in class']","['', 'hat you thinked about me first time you sa', ' me in class']","['', 'hat you thinked about me first time you sa', ' me in class']",What you thinked about me. First time you saw me in class.,what you thinked about me first time you saw me in class
51,ham,"A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;",A gram usually runs like  ltgt  a half eighth is smarter though and gets you almost a whole second gram for  ltgt,a gram usually runs like  ltgt  a half eighth is smarter though and gets you almost a whole second gram for  ltgt,"['a gram usually runs like  ltgt  a half eighth is smarter though and gets you almost a ', 'hole second gram for  ltgt']","['a gram usually runs like  ltgt  a half eighth is smarter though and gets you almost a ', 'hole second gram for  ltgt']","['a gram usually runs like  ltgt  a half eighth is smarter though and gets you almost a ', 'hole second gram for  ltgt']","A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;",a gram usually runs like ltgt a half eighth is smarter though and gets you almost a whole second gram for ltgt
52,ham,K fyi x has a ride early tomorrow morning but he's crashing at our place tonight,K fyi x has a ride early tomorrow morning but hes crashing at our place tonight,k fyi x has a ride early tomorrow morning but hes crashing at our place tonight,"['k fyi x has a ride early tomorro', ' morning but hes crashing at our place tonight']","['k fyi x has a ride early tomorro', ' morning but hes crashing at our place tonight']","['k fyi x has a ride early tomorro', ' morning but hes crashing at our place tonight']",K fyi x has a ride early tomorrow morning but he's crashing at our place tonight,k fyi x has a ride early tomorrow morning but hes crashing at our place tonight
53,ham,"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about \the cave\"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing.""",Wow I never realized that you were so embarassed by your accomodations I thought you liked it since i was doing the best i could and you always seemed so happy about the cave Im sorry I didnt and dont have more to give Im sorry i offered Im sorry your room was so embarassing,wow i never realized that you were so embarassed by your accomodations i thought you liked it since i was doing the best i could and you always seemed so happy about the cave im sorry i didnt and dont have more to give im sorry i offered im sorry your room was so embarassing,"['', 'o', ' i never realized that you ', 'ere so embarassed by your accomodations i thought you liked it since i ', 'as doing the best i could and you al', 'ays seemed so happy about the cave im sorry i didnt and dont have more to give im sorry i offered im sorry your room ', 'as so embarassing']","['', ' i never realized that you ', 'ere so embarassed by your accomodations i thought you liked it since i ', 'as doing the best i could and you al', 'ays seemed so happy about the cave im sorry i didnt and dont have more to give im sorry i offered im sorry your room ', 'as so embarassing']","['', ' i never realized that you ', 'ere so embarassed by your accomodations i thought you liked it since i ', 'as doing the best i could and you al', 'ays seemed so happy about the cave im sorry i didnt and dont have more to give im sorry i offered im sorry your room ', 'as so embarassing']","Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about \the cave\"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing.""",wow i never realized that you were so embarassed by your accomodations i thought you liked it since i was doing the best i could and you always seemed so happy about the cave im sorry i didnt and dont have more to give im sorry i offered im sorry your room was so embarassing
54,spam,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,SMS ac Sptv The New Jersey Devils and the Detroit Red Wings play Ice Hockey Correct or Incorrect End Reply END SPTV,sms ac sptv the new jersey devils and the detroit red wings play ice hockey correct or incorrect end reply end sptv,"['sms ac sptv the ne', ' jersey devils and the detroit red ', 'ings play ice hockey correct or incorrect end reply end sptv']","['sms ac sptv the ne', ' jersey devils and the detroit red ', 'ings play ice hockey correct or incorrect end reply end sptv']","['sms ac sptv the ne', ' jersey devils and the detroit red ', 'ings play ice hockey correct or incorrect end reply end sptv']",SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,sms ac sptv the new jersey devils and the detroit red wings play ice hockey correct or incorrect end reply end sptv
55,ham,Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;,Do you know what Mallika Sherawat did yesterday Find out now   ltURLgt,do you know what mallika sherawat did yesterday find out now   lturlgt,"['do you kno', ' ', 'hat mallika shera', 'at did yesterday find out no', '   lturlgt']","['do you kno', ' ', 'hat mallika shera', 'at did yesterday find out no', '   lturlgt']","['do you kno', ' ', 'hat mallika shera', 'at did yesterday find out no', '   lturlgt']",Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;,do you know what mallika sherawat did yesterday find out now lturlgt
